SOL·LICITUD,NOM,TRAMITAT,POTÈNCIA (MW),SUPERFÍCIE (Ha),MUNICIPI,CODI  MUNICIPI,COMARCA,CODI COMARCA,VEGUERIA,SUPERFÍCIE AL MUNICIPI (Ha),SOL·LICITANT,ESTAT,TIPUS DE SÒL,TRÀMIT AMBIENTAL,ESTAT AMBIENTAL,DATA PONÈNCIA,SENTIT ACORD
FUE-2021-02363449,PSFV Beloa Solar,Catalunya,0.83,1.41,Sidamon,252056,Pla d'Urgell,27,Lleida,1.41,"Vinci Solar, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02366859,PSFV Mas Colom,Catalunya,2.92,4.76,"Selva del Camp, la",431457,Baix Camp,08,Camp de Tarragona,4.76,"FAMITEX INVERSIONES, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02368338,PSFV Obàgols,Catalunya,1,1.8,Gallifa,080879,Vallès Occidental,40,Barcelona,1.8,"HIDRODELTA, S.A.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02368439,PSFV Parsosy Las Teclas,Catalunya,4.95,15.5,Torregrossa,252304,Pla d'Urgell,27,Lleida,15.5,"PARSOSY LAS TECLAS, SL",Autoritzat,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,05/07/2023,No cal AIA ordinària
FUE-2022-02377722,PSFV Mas Fusté 1,Catalunya,1.485,2.27,Olius,251517,Solsonès,35,Catalunya Central,2.27,"Hidrocardener, S.L.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02377726,PSFV Mas Fusté 2,Catalunya,0.495,0.71,Olius,251517,Solsonès,35,Catalunya Central,0.71,Jesús Montaner Bonet,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02394073,PSFV Vilademuls,Catalunya,1.695,2.58,Vilademuls,172180,Pla de l'Estany,28,Girona,2.58,"Subestació Elèctrica Gurb, AIE",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02428852,PSFV Ilerprotein,Catalunya,1.95,2.86,Almacelles,250194,Segrià,33,Lleida,2.86,"Ilerprotein, S.L.",Autoritzat,Sòl diferent al no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02430104,PSFV Comunitat Regants Corbins,Catalunya,0.26,0.51,Corbins,250788,Segrià,33,Lleida,0.51,Comunitat de regants de Corbins,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02432480,PSFV LART ENERGIA I,Catalunya,2.1,3.11,Sant Joan de Vilatorrada,082188,Bages,07,Catalunya Central,3.11,"Lart Energia, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02438524,PSFV Fonollosa,Catalunya,5,6.68,Fonollosa,080847,Bages,07,Catalunya Central,6.68,"Estabanell Generació, S.L.U.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02447268,PSFV Miralcamp Nufri,Catalunya,13.5,18.13,Miralcamp,251351,Pla d'Urgell,27,Lleida,18.13,SAT N 1596 NUFRI RL,Autoritzat,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/09/2023,No cal AIA ordinària
FUE-2022-02448049,PSFV Garcia,Catalunya,20,29.8,Garcia,430653,Ribera d'Ebre,30,Terres de l'Ebre,29.8,"BLUE VIKING ISABELLA, SL",Autoritzat,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/03/2024,No cal AIA ordinària
FUE-2022-02473692,PSFV Can Vinyals,Catalunya,0.2,0.4,Sentmenat,082671,Vallès Occidental,40,Barcelona,0.4,"Electra Caldense Energia, S.A",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02498110,PSFV Soprema,Catalunya,1.25,3.38,Vallmoll,431606,Alt Camp,01,Camp de Tarragona,3.38,"SOPREMA IBERIA, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02499449,PSFV Riudoms,Catalunya,1.75,3.15,Riudoms,431299,Baix Camp,08,Camp de Tarragona,3.15,"FOTOVOLTAICA RIUDOMS, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02515349,PSFV Venso,Catalunya,0.25,0.15,Alguaire,250169,Segrià,33,Lleida,0.12,"VENSO, S.A",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02515349,PSFV Venso,Catalunya,0,0,Torrefarrera,252287,Segrià,33,Lleida,0.03,"VENSO, S.A",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02547000,PSFV Riudarenes,Catalunya,3,3.87,Riudarenes,171485,Selva,34,Girona,3.87,"Càrnica Batallé, SA",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02556426,PSFV Samalús,Catalunya,2,3.82,Cànoves i Samalús,080425,Vallès Oriental,41,Barcelona,3.82,"Estabanell Generació, S.L",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02556648,PSFV Riudoms Freixa,Catalunya,1.75,6.1,Riudoms,431299,Baix Camp,08,Camp de Tarragona,6.1,"BAIX CAMP ENERGY, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02561843,PSFV L'Arca,Catalunya,1,2.1,Caldes de Montbui,080333,Vallès Oriental,41,Barcelona,2.1,"HIDRODELTA, S.A.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02577055,PSFV KM0 Vilagrassa 1,Catalunya,0.9,1.9,Vilagrassa,252445,Urgell,38,Lleida,1.9,"Parcs km0 Agrupació 1, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02590819,PSFV Vinya Serra,Catalunya,2,3,Sant Jaume dels Domenys,431378,Baix Penedès,12,Penedès,3,INSTANIG ENERGIAS S.L.U,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02596793,PSFV Pla de Palau,Catalunya,3.36,7.7,Caldes de Montbui,080333,Vallès Oriental,41,Barcelona,7.7,"Hidrodelta, SA",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02660446,PSFV Pierola,Catalunya,1.075,1.46,"Hostalets de Pierola, els",081629,Anoia,06,Penedès,1.46,"Ceràmica Pierola, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02686095,PSFV Oliwatt,Catalunya,2.4,4.33,Clariana de Cardener,250753,Solsonès,35,Catalunya Central,4.33,"Hidrocardener, S.L.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02702537,PSFV Autoconsum Pinsos Ursa,Catalunya,0.17,0.125,Anglesola,250273,Urgell,38,Lleida,0.125,"PINSOS URSA, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02716173,PSFV Lart Energia II,Catalunya,2.1,3.03,Sant Joan de Vilatorrada,082188,Bages,07,Catalunya Central,3.03,"Lart Energia, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02749793,PSFV La Boella,Catalunya,0.4,0.36,"Canonja, la",439076,Tarragonès,36,Camp de Tarragona,0.36,FINCA LA BOELLA S.L.,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02754119,PSFV Autoconsum Arenes Bellpuig,Catalunya,0.44,1,Bellpuig,250501,Urgell,38,Lleida,1,"Arenes Bellpuig, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02778907,PSFV Can Busquets,Catalunya,4,7,"Garriga, la",080885,Vallès Oriental,41,Barcelona,7,"Estabanell Generació, S.L",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02792402,PSFV Europastry,Catalunya,3.3,4.8,Sarral,431423,Conca de Barberà,16,Camp de Tarragona,4.8,"Europastry , SA",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02794745,PSFV Parsosy Los Llanos,Catalunya,3.289,4.3,Torregrossa,252304,Pla d'Urgell,27,Lleida,4.3,"Parsosy Los Llanos, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02807654,PSFV EB 3-4 Etapa IV,Catalunya,0.366,0.53,Bellaguarda,251706,Garrigues,18,Lleida,0.53,Comunitat de Regants del Garrigues Sud,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02831884,PSFV Vilanova,Catalunya,3.45,5.9,Vilanova d'Escornalbou,431671,Baix Camp,08,Camp de Tarragona,5.9,"BLUE VIKING LINEA, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02838211,PSFV Aubals,Catalunya,11.02,17.4,Garcia,430653,Ribera d'Ebre,30,Terres de l'Ebre,17.4,ASTENDONG SL,Autoritzat,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/03/2024,No cal AIA ordinària
FUE-2022-02841292,PSFV El Catllar,Catalunya,4.99,7.83,"Catllar, el",430430,Tarragonès,36,Camp de Tarragona,7.83,ESTABANELL GENERACIÓ SL,Autoritzat,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,02/05/2024,No cal AIA ordinària
FUE-2022-02851145,PSFV Sentmenat,Catalunya,3.87,5.491,Sentmenat,082671,Vallès Occidental,40,Barcelona,5.491,"Estabanell Generació, S.L.U.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02873072,PSFV Pla de la Sala,Catalunya,0.875,1.74,Passanant i Belltall,431016,Conca de Barberà,16,Camp de Tarragona,1.74,"CLEAN SPC 5, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02878606,PSFV Constantí-18,Catalunya,5,9.8,Constantí,430477,Tarragonès,36,Camp de Tarragona,9.8,"IOSA GREEN ENERGY, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02903326,PSFV Sant Fruitós,Catalunya,2.55,5.5,Sant Fruitós de Bages,082135,Bages,07,Catalunya Central,5.5,"ERASP SPAIN, S.L.U.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02930568,PSFV Planot,Catalunya,4.5,8.11,Vila-rodona,431704,Alt Camp,01,Camp de Tarragona,8.11,"BETONDORP RENOVABLES, S.L",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02942435,PSFV El Gassó - Querol,Catalunya,1.3,3.7,Querol,431205,Alt Camp,01,Camp de Tarragona,3.7,"OLVAC INVEST, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02955863,PSFV Vidreres Green Energy,Catalunya,2.775,5.26,Vidreres,172137,Selva,34,Girona,5.26,"Vidreres Green Energy, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02970004,PSFV Prat de la Plana,Catalunya,2.8,6.6,Moià,081385,Moianès,42,Catalunya Central,6.6,"Estabanell Generació, S.L.U",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03001950,PSFV Roc de la Mel,Catalunya,1.505,2.93,Casserres,080497,Berguedà,14,Catalunya Central,2.93,Fotovoltaica del Berguedà S.L,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03008542,"PSFV 500 kW EB5 d'etapes I, II, III",Catalunya,0.5,0.86,Bovera,250560,Garrigues,18,Lleida,0.86,Comunitat de Regants del Garrigues Sud,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03086371,PSFV Puigpelat,Catalunya,4.84,7.84,Puigpelat,431191,Alt Camp,01,Camp de Tarragona,7.84,"EWD ENERGY FV II, S.L",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03106608,PSFV Gelida,Catalunya,2,3,Gelida,080919,Alt Penedès,03,Penedès,3,"Estabanell Generació, SLU",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03133618,PSFV Balfegó,Catalunya,0.33,1.15,"Ametlla de Mar, l'",430136,Baix Ebre,09,Terres de l'Ebre,1.15,BALFEGÓ & BALFEGÓ SL,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03178488,PSFV Els Bastards,Catalunya,3.85,6.8,Alió,430108,Alt Camp,01,Camp de Tarragona,6.1,HAVING INTEREST SL,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03178488,PSFV Els Bastards,Catalunya,0,0,Puigpelat,431191,Alt Camp,01,Camp de Tarragona,0.7,HAVING INTEREST SL,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03185501,PSFV Riba-roja d'Ebre,Catalunya,2.025,3.21,Riba-roja d'Ebre,431251,Ribera d'Ebre,30,Terres de l'Ebre,3.21,"KM0 FLIX 1, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03237827,PSFV Can Cabanyes,Catalunya,2.31,2.45,Granollers,080961,Vallès Oriental,41,Barcelona,2.45,AJUNTAMENT DE GRANOLLERS,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03274023,PSFV Santa Margarida de Montbui,Catalunya,0.825,1.35,Santa Margarida de Montbui,082508,Anoia,06,Penedès,1.35,"CATGAS ENERGIA, SA",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03336110,PSFV Coll de Bassa,Catalunya,2.25,3.44,Sant Feliu Sasserra,082129,Bages,07,Catalunya Central,3.44,"SUBESTACIÓ ELÈCTRICA GURB, AIE",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03369643,PSFV Lladó,Catalunya,1.658,2.64,Puig-reig,081751,Berguedà,14,Catalunya Central,2.64,"Arqueta Solar, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03418119,PSFV Nutripack,Catalunya,0.4,0.3,Banyeres del Penedès,430206,Baix Penedès,12,Penedès,0.3,"NUTRIPACK IBÉRICA, S.L.",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03436132,PSFV El Pla de la Font,Catalunya,2.824,2.96,Vidreres,172137,Selva,34,Girona,2.96,"Estabanell Generació, SLU",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03486209,PSFV Joan Simon,Catalunya,0.18,0.4,Puigverd de Lleida,251826,Segrià,33,Lleida,0.4,Joan Simón Bonjoch,Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
,PSFV Vilella & Farias,Catalunya,0.125,0.3,Castelldans,250674,Garrigues,18,Lleida,0.3,"Vilella & Farias, SL",Autoritzat,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01828916,PSFV Bellisens,Catalunya,40.33,39.5,Constantí,430477,Tarragonès,36,Camp de Tarragona,39.5,CELTIS SOLAR SL,Desistit,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,12/01/2023,DIA Favorable
02074,PSFV La Serra,Catalunya,2.31,3.45,Anglesola,250273,Urgell,38,Lleida,3.45,"BETONDORP RENOVABLES, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
02067 ampliació,Ampliació PSFV SA Lipmes,Catalunya,0.48,0.6,Tremp,252347,Pallars Jussà,25,Alt Pirineu i Aran,0.5,SA LIPMES,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
02067 ampliació,Ampliació PSFV SA Lipmes,Catalunya,0,0,Talarn,252154,Pallars Jussà,25,Alt Pirineu i Aran,0.1,SA LIPMES,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
DICT55-5127-2016,PSFV COVETA DELS GATS,Catalunya,0.892,1.74,Ulldecona,431567,Montsià,22,Terres de l'Ebre,1.74,"ENERLLEI, SLU",En servei,Sòl no urbanitzable,No supòsit d'AIA,Modificat,,
FUE-2020-01813393,PSFV Constantí-42,Catalunya,14.5,17.46,Constantí,430477,Tarragonès,36,Camp de Tarragona,17.46,"IOSA GREEN ENERGY, S.L.",En servei,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,23/02/2022,No cal AIA ordinària
FUE-2020-01814709,PSFV Port Aventura Solar,Catalunya,6.6,6.4,Vila-seca,431711,Tarragonès,36,Camp de Tarragona,6.4,PORT AVENTURA ENTERTAINMENT SAU,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01827725,PSFV Castissent-Sant Esteve de la Sarga,Catalunya,1.3,2,Tremp,252347,Pallars Jussà,25,Alt Pirineu i Aran,2,Eviroca Renovables SL,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01833046,PSFV Caser-Llum,Catalunya,0.15,0.23,Vila-sana,252521,Pla d'Urgell,27,Lleida,0.23,"Caser-Llum, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01838961,PSFV Puig Porc,Catalunya,2.1,3.26,Artesa de Segre,250349,Noguera,23,Lleida,3.26,"PUIG-PORC, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01839747,PSFV Forec 2018,Catalunya,4.05,6.03,Lleida,251207,Segrià,33,Lleida,6.03,"FOREC 2018, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01839800,PSFV Serrat de la Torreta,Catalunya,1.98,3.46,Olius,251517,Solsonès,35,Catalunya Central,3.46,"Serrat de la Torreta, S.L.",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02055173,PSFV Olost,Catalunya,1.1,1.39,Olost,081496,Lluçanès,43,Catalunya Central,1.39,"Olost Alimentària, SLU",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02121848,PSFV Mafrica,Catalunya,0.77,0.987,Sant Joan de Vilatorrada,082188,Bages,07,Catalunya Central,0.987,"Matadero Frigorífico del Cardoner, S.A.",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2021-02180292,PSFV EDAR Reus,Catalunya,0.42,0.6,Reus,431233,Baix Camp,08,Camp de Tarragona,0.6,"REUS SERVEIS MUNICIPALS, SA",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02189561,PSFV Esporc Sils,Catalunya,1.5,1.75,Sils,171931,Selva,34,Girona,1.75,"Esporc, SA",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02198856,PSFV Mafriparc,Catalunya,0.43,0.45,Sant Vicenç de Torelló,082652,Osona,24,Catalunya Central,0.45,MAFRIGES S.A.,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02263667,PSFV Santandreu,Catalunya,0.35,0.78,Lladurs,251240,Solsonès,35,Catalunya Central,0.78,SOCIETAT AGRARIA DE TRANSFORMACIÓ FIGULS DE GARGALLA,En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02368445,PSFV Parsosy Battos,Catalunya,2.905,5.05,Cervià de les Garrigues,250735,Garrigues,18,Lleida,5.05,"PARSOSY BATTOS, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02368483,PSFV Parsosy Las Solanas,Catalunya,4.95,7.9,Olèrdola,081458,Alt Penedès,03,Penedès,7.9,"Parsosy las Solanas, S.L.",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02486970,PSFV Biometagas La Galera,Catalunya,0.6,1.21,"Galera, la",430635,Montsià,22,Terres de l'Ebre,1.21,"BIOMETAGAS LA GALERA, SL",En servei,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
,PSFV EB2 Bovera,Catalunya,0.45,1.7,Bovera,250560,Garrigues,18,Lleida,1.7,COMUNITAT DE REGANTS GARRIGUES SUD,En servei,Sòl no urbanitzable,No supòsit d'AIA,,,
,PSFV Nestlé Reus Autoconsumo Energía Solar,Catalunya,0.6,0.6,Reus,431233,Baix Camp,08,Camp de Tarragona,0.6,"PRODUCTOS DEL CAFÉ, SA",En servei,Sòl diferent al no urbanitzable,No supòsit d'AIA,Informat a Energia,,
,PSFV TALARN 2,Catalunya,3.9,5.49,Talarn,252154,Pallars Jussà,25,Alt Pirineu i Aran,5.49,"Ramon Roset Duch, Elies Visa Biosca, Ramona Vilella",En servei,Sòl no urbanitzable,No supòsit d'AIA,,,
FUE-2020-01816488,PSFV Galera Solar,Catalunya,47.16,109,Castelldans,250674,Garrigues,18,Lleida,109,"Galera Solar, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2020-01816613,PSFV Calella Solar,Catalunya,47.16,116,Cervià de les Garrigues,250735,Garrigues,18,Lleida,116,"Calella Solar, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01830680,PSFV Can Xacó,Catalunya,2,2.9,Tordera,082845,Maresme,21,Barcelona,2.9,FOTOVOLTAICA CISTUS S.L,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01833058,PSFV Calders I,Catalunya,10.17,18.73,Sant Fruitós de Bages,082135,Bages,07,Catalunya Central,18.73,"ENERGIAS RENOVABLES DE GLADIATEUR 22, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01833078,PSFV La Montsona 2,Catalunya,41.25,55,Almatret,250208,Segrià,33,Lleida,55,"Energias Renovables de Perseo, S.L",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01833324,PSFV Lo Tossal,Catalunya,25,28.48,Isona i Conca Dellà,251155,Pallars Jussà,25,Alt Pirineu i Aran,28.48,"Energies Renovables Terra Ferma, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,05/07/2023,DIA Favorable
FUE-2020-01833326,PSFV Pont de Fusta,Catalunya,32,30.42,Isona i Conca Dellà,251155,Pallars Jussà,25,Alt Pirineu i Aran,30.42,"Energies Renovables Terra Ferma, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,05/07/2023,DIA Favorable
FUE-2020-01833389,PSFV Mont-Roig,Catalunya,4.75,7.2,Ossó de Sió,251575,Urgell,38,Lleida,7.2,"ESCALA SOLAR, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01836751,PSFV Castelldans Solar 1,Catalunya,7.5,12.9,Castelldans,250674,Garrigues,18,Lleida,12.9,"ASE ILTRIDA BETA WATT 10, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,03/08/2023,No cal AIA ordinària
FUE-2020-01846426,PSFV Cervera 2,Catalunya,4.2,8.2,Cervera,250729,Segarra,32,Lleida,8.2,"PARSOSY BANNAS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/12/2022,No cal AIA ordinària
FUE-2021-01877957,PSFV Canet,Catalunya,0.7,1.1,Lleida,251207,Segrià,33,Lleida,1.1,"VF renovables 6, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-01878053,PSFV Les Clotes,Catalunya,25,48.7,Vila-rodona,431704,Alt Camp,01,Camp de Tarragona,48.7,"Energias Renovables de Gladiateur 26, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/02/2024,No cal AIA ordinària
FUE-2021-01936531,PSFV Helmi Solar,Catalunya,0.83,1.83,Lleida,251207,Segrià,33,Lleida,1.83,Vinci Solar SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02029065,PSFV Torregassa,Catalunya,25,58.99,Olius,251517,Solsonès,35,Catalunya Central,58.99,"ENERGIA INAGOTABLE DE APUS, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/06/2023,No cal AIA ordinària
FUE-2021-02060640,PSFV Corbera,Catalunya,29.597,44.74,Gandesa,430640,Terra Alta,37,Terres de l'Ebre,44.74,"ENERGIA INAGOTABLE DE HIROKO, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060663,PSFV Els Arcs,Catalunya,21.625,35.18,"Pobla de Massaluca, la",431107,Terra Alta,37,Terres de l'Ebre,23.33,"ENERGIA INAGOTABLE DEL PROYECTO ELS ARCS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060663,PSFV Els Arcs,Catalunya,0,0,Batea,430228,Terra Alta,37,Terres de l'Ebre,11.85,"ENERGIA INAGOTABLE DEL PROYECTO ELS ARCS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060691,PSFV Gandesa,Catalunya,24.556,34.8,Gandesa,430640,Terra Alta,37,Terres de l'Ebre,32.9,"ENERGIA INAGOTABLE DEL PROYECTO GANDESA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060691,PSFV Gandesa,Catalunya,0,0,Batea,430228,Terra Alta,37,Terres de l'Ebre,1.9,"ENERGIA INAGOTABLE DEL PROYECTO GANDESA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02082325,PSFV Els Vilars,Catalunya,38.42,80.4,Ciutadilla,250740,Urgell,38,Lleida,80.4,"ENERGIA INAGOTABLE DE PATALENA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02082327,PSFV Sant Roc,Catalunya,43.22,98.99,Nalec,251459,Urgell,38,Lleida,61.99,"ENERGIA INAGOTABLE DE NOX, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02082327,PSFV Sant Roc,Catalunya,0,0,Ciutadilla,250740,Urgell,38,Lleida,37,"ENERGIA INAGOTABLE DE NOX, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02146455,PSFV Cap Blanc,Catalunya,24.56,39.58,Verdú,252424,Urgell,38,Lleida,39.58,Energía Inagotable de Paventia SL,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/11/2024,No cal AIA ordinària
FUE-2021-02146462,PSFV Guimerà,Catalunya,36,66.2,Guimerà,251095,Urgell,38,Lleida,66.2,"Energia Inagotable de Orbona, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
